PairID,Sentence1,Sentence2,STR
327,TP. HCM : bất_động_sản tiếp_tục đóng_băng do giá vàng tăng,Thị trường bất động sản TP.HCM tiếp tục trong tình trạng đóng băng vì giá vàng tăng.,2
328,Thuỷ_điện miền Nam có khả_năng cung_ứng cho miền Bắc 1.000 mw / ngày,Thời tiết hôm nay khá thuận lợi cho việc đi lại.,0
329,Thuỷ_điện miền Nam có khả_năng cung_ứng cho miền Bắc 1.000 mw / ngày,Nguồn điện giữa các vùng có thể hỗ trợ lẫn nhau khi cần thiết.,1
330,Thuỷ_điện miền Nam có khả_năng cung_ứng cho miền Bắc 1.000 mw / ngày,Các nhà máy thủy điện miền Nam có thể cung cấp khoảng 1.000 MW điện mỗi ngày cho miền Bắc.,2
331,Ngôn_ngữ là sự thể_hiện của tinh_thần con_người .,Con đường làng rất yên bình vào buổi chiều.,0
332,Ngôn_ngữ là sự thể_hiện của tinh_thần con_người .,Con người thể hiện suy nghĩ và cảm xúc của mình theo nhiều cách khác nhau.,1
333,Ngôn_ngữ là sự thể_hiện của tinh_thần con_người .,Ngôn ngữ phản ánh đời sống tinh thần và tư duy của con người.,2
334,Một công_ty rơi vào khủng_hoảng vì một vụ cháy .,Nhiều người lựa chọn đi xe máy khi ra đường.,0
335,Một công_ty rơi vào khủng_hoảng vì một vụ cháy .,Một sự cố nghiêm trọng đã gây ảnh hưởng đến hoạt động của doanh nghiệp.,1
336,Một công_ty rơi vào khủng_hoảng vì một vụ cháy .,Vụ hỏa hoạn đã khiến công ty này lâm vào tình trạng khủng hoảng.,2
337,"12 h 10 hôm_nay , 11 - 10 , Tổng_thống Hàn_Quốc Roh_Moo_Hyun và phu_nhân đã bắt_đầu chuyến thăm TP. HCM .",Học sinh đang tham gia các hoạt động ngoại khóa tại trường.,0
338,"12h 10 hôm_nay , 11 - 10 , Tổng_thống Hàn_Quốc Roh_Moo_Hyun và phu_nhân đã bắt_đầu chuyến thăm TP. HCM .",Một nguyên thủ quốc gia thực hiện chuyến thăm chính thức tới Việt Nam.,1
339,"12h 10 hôm_nay , 11 - 10 , Tổng_thống Hàn_Quốc Roh_Moo_Hyun và phu_nhân đã bắt_đầu chuyến thăm TP. HCM .","Vào lúc 12 giờ 10 phút ngày 11-10 hôm nay, Tổng thống Hàn Quốc Roh Moo-hyun cùng phu nhân đã khởi đầu chuyến thăm tới TP.HCM.",2
340,Chủ_tịch nước tặng quà các đối_tượng chính_sách,Gía vàng trong nước hôm nay tiếp tục có nhiều biến động mạnh.,0
341,Chủ_tịch nước tặng quà các đối_tượng chính_sách,Nhiều lãnh đạo trung ương tổ chức hoạt động thăm hỏi người có công với cách mạng.,1
342,Chủ_tịch nước tặng quà các đối_tượng chính_sách,Chủ tịch nước đã trao tặng những phần quà cho các đối tượng thuộc diện chính sách.,2
343,Thêm gần 300 mặt_hàng thuốc tăng_giá,Người dân đang mua sắm quần áo cho mùa đông.,0
344,Thêm gần 300 mặt_hàng thuốc tăng_giá,Giá cả trong lĩnh vực y tế có nhiều biến động gần đây.,1
345,Thêm gần 300 mặt_hàng thuốc tăng_giá,Gần 300 loại thuốc đã được điều chỉnh tăng giá trong thời gian gần đây.,2
346,Quảng_Ngãi : 1.640 cổ_vật được giao lại cho cơ_quan bảo_tàng,Du khách đang tham quan các danh lam thắng cảnh.,0
347,Quảng_Ngãi : 1.640 cổ_vật được giao lại cho cơ_quan bảo_tàng,Nhiều hiện vật lịch sử được bảo tồn và lưu giữ.,1
348,Quảng_Ngãi : 1.640 cổ_vật được giao lại cho cơ_quan bảo_tàng,"Tại Quảng Ngãi, 1.640 cổ vật đã được bàn giao cho cơ quan bảo tàng để bảo quản.",2
349,Tứ_giác Long_Xuyên - cánh đồng khô nước,Người dân đang chuẩn bị cho vụ mùa mới.,0
350,Tứ_giác Long_Xuyên - cánh đồng khô nước,Một số khu vực nông nghiệp đang thiếu nước.,1
351,Tứ_giác Long_Xuyên - cánh đồng khô nước,"Khu vực Tứ giác Long Xuyên đang đối mặt với tình trạng khô hạn, thiếu nước.",2
352,Nhờ tấm lòng của bà Tiện mà từ năm 2001 đến nay ở thôn 2 đã có 119 TELT được bố_mẹ đón về .,Nhiều người tham gia các hoạt động từ thiện trong xã hội.,0
353,Nhờ tấm lòng của bà Tiện mà từ năm 2001 đến nay ở thôn 2 đã có 119 TELT được bố_mẹ đón về .,Một người phụ nữ đã giúp đỡ rất nhiều trẻ em trong nhiều năm.,1
354,Nhờ tấm lòng của bà Tiện mà từ năm 2001 đến nay ở thôn 2 đã có 119 TELT được bố_mẹ đón về .,"Nhờ vào tấm lòng của bà Tiện, kể từ năm 2001 tới nay, tại thôn 2 đã có 119 trẻ em lang thang được cha mẹ đón về nhà.",2
355,Loa phóng_thanh phát đi một thông_tin mà ai cũng quan_tâm : tàu đến vĩ_tuyến 17 .,Mọi người đang mua bán ở chợ.,0
356,Loa phóng_thanh phát đi một thông_tin mà ai cũng quan_tâm : tàu đến vĩ_tuyến 17 .,Một thông báo quan trọng được truyền đến nhiều người.,1
357,Loa phóng_thanh phát đi một thông_tin mà ai cũng quan_tâm : tàu đến vĩ_tuyến 17 .,Loa phóng thanh loan đi một tin tức mà mọi người đều quan tâm: tàu đã tới vĩ tuyến 17.,2
358,Gọi là nhà nhưng thật_ra đó là căn chòi lá ngập nước .,Thành phố đang xây thêm nhiều khu chung cư mới.,0
359,Gọi là nhà nhưng thật_ra đó là căn chòi lá ngập nước .,Nhiều hộ dân phải sống trong điều kiện nhà ở khó khăn.,1
360,Gọi là nhà nhưng thật_ra đó là căn chòi lá ngập nước .,Căn nhà thực chất chỉ là một chòi lá tạm bợ và bị ngập nước.,2
361,Dự_báo tốc_độ tăng tín_dụng trong năm 2003 ở mức 28 % nhưng NH nên giữ ở tỉ_lệ 25 - 26 % là tốt nhất .,Ngành du lịch Việt Nam năm 2003 ghi nhận lượng khách quốc tế tăng mạnh so với các năm trước.,0
362,Dự_báo tốc_độ tăng tín_dụng trong năm 2003 ở mức 28 % nhưng NH nên giữ ở tỉ_lệ 25 - 26 % là tốt nhất .,Chính sách tiền tệ thận trọng được xem là cần thiết để kiểm soát lạm phát và đảm bảo ổn định hệ thống ngân hàng trong giai đoạn đầu những năm 2000.,1
363,Dự_báo tốc_độ tăng tín_dụng trong năm 2003 ở mức 28 % nhưng NH nên giữ ở tỉ_lệ 25 - 26 % là tốt nhất .,"Mặc dù mức tăng trưởng tín dụng năm 2003 được ước tính khoảng 28%, nhưng các ngân hàng được khuyến nghị chỉ nên duy trì trong khoảng 25–26% để đạt hiệu quả tối ưu.",2
364,"Cần huy_động nhiều vốn , an_toàn và hiệu_quả",Việc cải tạo hệ thống giao thông đô thị đang được triển khai nhằm giảm ùn tắc và tai nạn.,0
365,"Cần huy_động nhiều vốn , an_toàn và hiệu_quả",Các tổ chức tài chính phải cân nhắc kỹ giữa lợi nhuận và rủi ro khi mở rộng quy mô hoạt động trong bối cảnh cạnh tranh ngày càng cao.,1
366,"Cần huy_động nhiều vốn , an_toàn và hiệu_quả",Việc thu hút nguồn vốn lớn cần được thực hiện theo hướng bảo đảm an toàn và mang lại hiệu quả cao.,2
367,Bình_Phước : 26.074 ha rừng tự_nhiên bị mất,Sản lượng hồ tiêu của tỉnh Gia Lai tăng mạnh trong những năm gần đây nhờ mở rộng diện tích canh tác.,0
368,Bình_Phước : 26.074 ha rừng tự_nhiên bị mất,"Tình trạng suy giảm diện tích rừng đang diễn ra ở nhiều tỉnh khu vực Đông Nam Bộ, gây ảnh hưởng tiêu cực đến hệ sinh thái.",1
369,Bình_Phước : 26.074 ha rừng tự_nhiên bị mất,Tỉnh Bình Phước đã bị mất khoảng 26.074 hecta rừng tự nhiên.,2
370,Ngưng sử_dụng kèn hơi xe_buýt từ 15 / 10,"Từ tháng 10, thành phố triển khai chương trình trồng thêm cây xanh tại các khu dân cư.",0
371,Ngưng sử_dụng kèn hơi xe_buýt từ 15 / 10,Các biện pháp giảm tiếng ồn giao thông đang được áp dụng nhằm hạn chế ảnh hưởng đến sinh hoạt của người dân.,1
372,Ngưng sử_dụng kèn hơi xe_buýt từ 15 / 10,Việc sử dụng kèn hơi trên xe buýt sẽ bị ngưng kể từ ngày 15 tháng 10.,2
373,Singapore tặng 2 máy thở cho Bệnh_viện Saint_Paul,Bệnh viện Chợ Rẫy vừa hoàn thành việc nâng cấp khu điều trị hồi sức tích cực.,0
374,Singapore tặng 2 máy thở cho Bệnh_viện Saint_Paul,Nhiều quốc gia đã hỗ trợ thiết bị y tế cho các cơ sở khám chữa bệnh nhằm tăng cường năng lực điều trị.,1
375,Singapore tặng 2 máy thở cho Bệnh_viện Saint_Paul,Chính phủ Singapore đã trao tặng hai máy thở cho Bệnh viện Saint Paul.,2
376,Hai công_trình trọng_điểm quốc_gia thiếu 800 triệu USD vốn,Lễ hội du lịch biển được tổ chức thường niên nhằm quảng bá hình ảnh các địa phương ven biển.,0
377,Hai công_trình trọng_điểm quốc_gia thiếu 800 triệu USD vốn,"Nhiều dự án hạ tầng quy mô lớn đang gặp khó khăn về nguồn tài chính, dẫn đến nguy cơ chậm tiến độ thi công.",1
378,Hai công_trình trọng_điểm quốc_gia thiếu 800 triệu USD vốn,Hai dự án trọng điểm cấp quốc gia hiện đang thiếu khoảng 800 triệu đô la Mỹ để triển khai.,2
379,Doanh_nghiệp vận_tải từ_chối chở hàng đi Bình_Dương,Giá lúa tại các tỉnh đồng bằng sông Cửu Long đang tăng nhẹ so với tháng trước.,0
380,Doanh_nghiệp vận_tải từ_chối chở hàng đi Bình_Dương,Hoạt động logistics gặp nhiều trở ngại khiến việc vận chuyển hàng hóa đến các khu công nghiệp phía Nam trở nên khó khăn hơn.,1
381,Doanh_nghiệp vận_tải từ_chối chở hàng đi Bình_Dương,Các doanh nghiệp trong lĩnh vực vận tải đã không nhận vận chuyển hàng hóa đến tỉnh Bình Dương.,2
382,"Nghề vận_tải và các doanh_nghiệp sản_xuất - kinh_doanh có chung một "" mạch_máu "" của nền kinh_tế .",Thị trường chứng khoán phản ánh kỳ vọng của nhà đầu tư đối với tình hình kinh tế vĩ mô.,0
383,"Nghề vận_tải và các doanh_nghiệp sản_xuất - kinh_doanh có chung một "" mạch_máu "" của nền kinh_tế .",Hoạt động lưu thông hàng hóa đóng vai trò quan trọng trong việc kết nối các khâu của nền kinh tế.,1
384,"Nghề vận_tải và các doanh_nghiệp sản_xuất - kinh_doanh có chung một "" mạch_máu "" của nền kinh_tế .","Lĩnh vực vận tải và các doanh nghiệp sản xuất, kinh doanh chia sẻ chung một ""mạch máu"" của nền kinh tế.",2
385,"Tại Nhật_Bản , lương tháng khoảng 500 - 700 USD đối_với tu_nghiệp_sinh .",Hệ thống giáo dục đại học ở Hàn Quốc đang thu hút ngày càng nhiều sinh viên quốc tế.,0
386,"Tại Nhật_Bản , lương tháng khoảng 500 - 700 USD đối_với tu_nghiệp_sinh .",Thu nhập của lao động nước ngoài tại Nhật Bản phụ thuộc vào ngành nghề và thời gian làm việc.,1
387,"Tại Nhật_Bản , lương tháng khoảng 500 - 700 USD đối_với tu_nghiệp_sinh .","Đối với tu nghiệp sinh làm việc tại Nhật Bản, mức lương hàng tháng thường dao động trong khoảng 500 đến 700 đô la Mỹ.",2
388,Tại Trung_Đông khoảng 160 - 180 USD đối_với lao_động có nghề và 140 USD với lao_động phổ_thông .,Giá dầu thô trên thị trường thế giới biến động mạnh do ảnh hưởng của tình hình địa chính trị.,0
389,Tại Trung_Đông khoảng 160 - 180 USD đối_với lao_động có nghề và 140 USD với lao_động phổ_thông .,Mức thu nhập của người lao động làm việc ở nước ngoài có sự chênh lệch tùy theo trình độ tay nghề.,1
390,Tại Trung_Đông khoảng 160 - 180 USD đối_với lao_động có nghề và 140 USD với lao_động phổ_thông .,"Ở khu vực Trung Đông, lao động có tay nghề nhận mức lương khoảng 160–180 USD, trong khi lao động phổ thông chỉ vào khoảng 140 USD.",2
391,"Khi khám bệnh , các bác_sĩ phát_hiện một_số trường_hợp mắc bệnh tim bẩm_sinh nên khuyên gia_đình đưa các cháu đi chữa_trị .",Chương trình tiêm chủng mở rộng giúp phòng ngừa nhiều bệnh truyền nhiễm nguy hiểm ở trẻ em.,0
392,"Khi khám bệnh , các bác_sĩ phát_hiện một_số trường_hợp mắc bệnh tim bẩm_sinh nên khuyên gia_đình đưa các cháu đi chữa_trị .",Việc khám sức khỏe định kỳ có thể giúp phát hiện sớm các vấn đề nghiêm trọng về tim mạch ở trẻ nhỏ.,1
393,"Khi khám bệnh , các bác_sĩ phát_hiện một_số trường_hợp mắc bệnh tim bẩm_sinh nên khuyên gia_đình đưa các cháu đi chữa_trị .","Trong lúc khám bệnh, các bác sĩ phát hiện một số bệnh nhân mắc tim bẩm sinh nên đã khuyên nhủ gia đình đưa các cháu đi chữa bệnh.",2
394,"Theo điều_tra năm 2000 , ở Quảng_Ngãi có khoảng 250 cháu có hoàn_cảnh khó_khăn bị bệnh tim bẩm_sinh cần phẫu_thuật .",Nhiều dự án phát triển hạ tầng giao thông đang được triển khai tại khu vực miền Trung.,0
395,"Theo điều_tra năm 2000 , ở Quảng_Ngãi có khoảng 250 cháu có hoàn_cảnh khó_khăn bị bệnh tim bẩm_sinh cần phẫu_thuật .","Tại nhiều địa phương, trẻ em mắc bệnh tim bẩm sinh gặp khó khăn trong việc tiếp cận các dịch vụ phẫu thuật do điều kiện kinh tế hạn chế.",1
396,"Theo điều_tra năm 2000 , ở Quảng_Ngãi có khoảng 250 cháu có hoàn_cảnh khó_khăn bị bệnh tim bẩm_sinh cần phẫu_thuật .",Kết quả điều tra năm 2000 cho thấy tại tỉnh Quảng Ngãi có khoảng 250 trẻ em có hoàn cảnh khó khăn mắc tim bẩm sinh và cần được phẫu thuật.,2
397,100 % quầy bán thức_ăn đường_phố không đảm_bảo vệ_sinh,Thị trường bất động sản đang có dấu hiệu phục hồi sau giai đoạn trầm lắng kéo dài.,0
398,100 % quầy bán thức_ăn đường_phố không đảm_bảo vệ_sinh,Công tác kiểm tra an toàn thực phẩm đối với hàng quán nhỏ lẻ vẫn còn nhiều hạn chế ở các đô thị lớn.,1
399,100 % quầy bán thức_ăn đường_phố không đảm_bảo vệ_sinh,Toàn bộ các quầy hàng bán đồ ăn đường phố đều không đáp ứng yêu cầu về vệ sinh.,2
400,Khởi_công xây_dựng Nhà_máy điện diesel Phú_Quốc,Ngành thủy sản tại Kiên Giang đang đẩy mạnh xuất khẩu sang các thị trường châu Á.,0
401,Khởi_công xây_dựng Nhà_máy điện diesel Phú_Quốc,Việc đầu tư các dự án sản xuất điện năng mới được kỳ vọng sẽ cải thiện nguồn cung điện cho các khu vực xa đất liền.,1
402,Khởi_công xây_dựng Nhà_máy điện diesel Phú_Quốc,Dự án Nhà máy điện diesel tại Phú Quốc đã chính thức được khởi công xây dựng.,2
403,"Đồng_Tháp : Xây chợ mới , nhưng tiểu_thương không vào",Nhiều địa phương đang đẩy mạnh phát triển du lịch sinh thái gắn với bảo tồn văn hóa truyền thống.,0
404,"Đồng_Tháp : Xây chợ mới , nhưng tiểu_thương không vào",Một số dự án hạ tầng thương mại gặp khó khăn trong việc thu hút người kinh doanh tham gia hoạt động.,1
405,"Đồng_Tháp : Xây chợ mới , nhưng tiểu_thương không vào","Tại Đồng Tháp, chợ mới được xây dựng nhưng các tiểu thương lại không đến buôn bán.",2
406,Từ năm 1994 khu chợ đã được chính_quyền huyện Lục_Yên xây_dựng chỉ để phục_vụ nhu_cầu duy_nhất : mua_bán đá_quí .,Các khu công nghiệp mới đang được đầu tư nhằm thu hút doanh nghiệp sản xuất vào địa phương.,0
407,Từ năm 1994 khu chợ đã được chính_quyền huyện Lục_Yên xây_dựng chỉ để phục_vụ nhu_cầu duy_nhất : mua_bán đá_quí .,Một số chợ chuyên doanh được hình thành để phục vụ các ngành hàng đặc thù của từng địa phương.,1
408,Từ năm 1994 khu chợ đã được chính_quyền huyện Lục_Yên xây_dựng chỉ để phục_vụ nhu_cầu duy_nhất : mua_bán đá_quí .,"Kể từ năm 1994, chính quyền huyện Lục Yên đã xây dựng khu chợ này với mục đích duy nhất là phục vụ hoạt động mua bán đá quý.",2
409,"Phải cấm hình_thức "" bán hàng đa_cấp """,Việc mở rộng hệ thống siêu thị bán lẻ đang tạo thêm nhiều cơ hội việc làm cho người lao động.,0
410,"Phải cấm hình_thức "" bán hàng đa_cấp """,Nhiều ý kiến cho rằng cần tăng cường quản lý các mô hình kinh doanh dễ phát sinh hành vi lừa đảo người tiêu dùng.,1
411,"Phải cấm hình_thức "" bán hàng đa_cấp """,Cần phải nghiêm cấm mô hình kinh doanh bán hàng đa cấp.,2
412,"Công_bố các Luật mới được Quốc_Hội khoá XI , kỳ họp thứ IV thông_qua",Bộ Giáo dục và Đào tạo vừa ban hành kế hoạch đổi mới chương trình học phổ thông.,0
413,"Công_bố các Luật mới được Quốc_Hội khoá XI , kỳ họp thứ IV thông_qua",Hoạt động xây dựng và hoàn thiện hệ thống pháp luật được triển khai thường xuyên nhằm đáp ứng yêu cầu quản lý nhà nước.,1
414,"Công_bố các Luật mới được Quốc_Hội khoá XI , kỳ họp thứ IV thông_qua",Các luật mới đã được Quốc hội khóa XI thông qua tại kỳ họp thứ IV và chính thức được công bố.,2
415,Quá_tải ở các bệnh_viện ( BV ) lớn đã trở_thành một vấn_đề bức_xúc .,Công nghệ trí tuệ nhân tạo đang được ứng dụng ngày càng rộng rãi trong lĩnh vực tài chính.,0
416,Quá_tải ở các bệnh_viện ( BV ) lớn đã trở_thành một vấn_đề bức_xúc .,Hệ thống y tế đô thị đang chịu nhiều áp lực do nhu cầu khám chữa bệnh của người dân ngày càng tăng.,1
417,Quá_tải ở các bệnh_viện ( BV ) lớn đã trở_thành một vấn_đề bức_xúc .,Tình trạng quá tải tại các bệnh viện lớn hiện nay đã trở thành một vấn đề gây nhiều bức xúc.,2
418,"Đóng thành_công phà biển "" Hòn_Ngọc_Việt """,Lượng khách du lịch đến các đảo phía Nam tăng mạnh trong mùa cao điểm hè.,0
419,"Đóng thành_công phà biển "" Hòn_Ngọc_Việt """,Ngành công nghiệp đóng tàu trong nước đã hoàn thiện thêm một phương tiện vận tải đường biển mới.,1
420,"Đóng thành_công phà biển "" Hòn_Ngọc_Việt ""","Chiếc phà biển có tên ""Hòn Ngọc Việt"" đã được đóng thành công.",2
421,Bộ_trưởng Hoàng_Trung_Hải : Giá điện sẽ chỉ tăng vào thời_điểm hợp_lý,Bộ Nông nghiệp và Phát triển Nông thôn đang triển khai các biện pháp hỗ trợ nông dân trước biến động thời tiết.,0
422,Bộ_trưởng Hoàng_Trung_Hải : Giá điện sẽ chỉ tăng vào thời_điểm hợp_lý,Việc điều chỉnh giá các mặt hàng thiết yếu cần được cân nhắc kỹ để tránh tác động tiêu cực đến đời sống người dân.,1
423,Bộ_trưởng Hoàng_Trung_Hải : Giá điện sẽ chỉ tăng vào thời_điểm hợp_lý,Bộ trưởng Hoàng Trung Hải khẳng định rằng giá điện chỉ được điều chỉnh tăng vào những thời điểm được xem là phù hợp.,2
424,Phú_Mỹ_Hưng mở chợ hoa xuân,Nhiều khu dân cư mới đang được xây dựng nhằm đáp ứng nhu cầu nhà ở tại các đô thị lớn.,0
425,Phú_Mỹ_Hưng mở chợ hoa xuân,Các hoạt động mua bán hoa và cây cảnh thường diễn ra sôi động vào dịp Tết tại nhiều khu vực trong thành phố.,1
426,Phú_Mỹ_Hưng mở chợ hoa xuân,Khu đô thị Phú Mỹ Hưng đã tổ chức mở chợ hoa phục vụ dịp xuân.,2
427,FAO đánh_giá cao nỗ_lực phòng_chống cúm_gà của Việt_Nam,Tổ chức UNESCO vừa công nhận thêm một di sản văn hóa phi vật thể tại khu vực Đông Nam Á.,0
428,FAO đánh_giá cao nỗ_lực phòng_chống cúm_gà của Việt_Nam,Công tác phòng chống dịch bệnh trong chăn nuôi gia cầm tại Việt Nam đã được nhiều tổ chức quốc tế quan tâm.,1
429,FAO đánh_giá cao nỗ_lực phòng_chống cúm_gà của Việt_Nam,FAO đã ghi nhận và đánh giá tích cực những nỗ lực của Việt Nam trong việc phòng chống dịch cúm gia cầm.,2
430,TP. HCM : Tết không thiếu hoa mai,Nhiều tuyến đường trong thành phố đang được nâng cấp để giảm tình trạng kẹt xe dịp cuối năm.,0
431,TP. HCM : Tết không thiếu hoa mai,Thị trường hoa Tết tại các đô thị lớn năm nay khá sôi động với nguồn cung đa dạng.,1
432,TP. HCM : Tết không thiếu hoa mai,"Tại TP. Hồ Chí Minh, nguồn hoa mai phục vụ dịp Tết vẫn dồi dào, không xảy ra tình trạng khan hiếm.",2
433,TP. HCM : ước khoảng 10.000 du_khách du_xuân hải_ngoại,Thành phố đang triển khai thêm nhiều tuyến xe buýt mới nhằm phục vụ nhu cầu đi lại của người dân.,0
434,TP. HCM : ước khoảng 10.000 du_khách du_xuân hải_ngoại,"Lượng khách quốc tế đến các đô thị lớn trong dịp lễ, Tết thường có xu hướng tăng so với ngày thường.",1
435,TP. HCM : ước khoảng 10.000 du_khách du_xuân hải_ngoại,"TP. Hồ Chí Minh dự kiến sẽ đón khoảng 10.000 du khách từ nước ngoài đến tham quan, du xuân.",2
436,Ngày 18 - 1 : Tiêu_huỷ trên 481.000 gia_cầm các loại,Giá xăng dầu trong nước được điều chỉnh tăng nhẹ từ đầu tháng.,0
437,Ngày 18 - 1 : Tiêu_huỷ trên 481.000 gia_cầm các loại,"Công tác phòng chống dịch bệnh trong chăn nuôi đã buộc nhiều địa phương phải tiêu hủy số lượng lớn gia súc, gia cầm.",1
438,Ngày 18 - 1 : Tiêu_huỷ trên 481.000 gia_cầm các loại,"Vào ngày 18-1, hơn 481.000 con gia cầm thuộc nhiều loại đã bị đem đi tiêu hủy.",2
439,Tổ_chức từ_thiện DAHW ( CHLB Đức ) hỗ_trợ bệnh_nhân phong ăn tết,Một hội chợ thương mại quốc tế vừa được tổ chức nhằm kết nối doanh nghiệp trong khu vực.,0
440,Tổ_chức từ_thiện DAHW ( CHLB Đức ) hỗ_trợ bệnh_nhân phong ăn tết,"Nhiều tổ chức nhân đạo quốc tế đã triển khai các hoạt động hỗ trợ người bệnh có hoàn cảnh khó khăn trong dịp lễ, Tết.",1
441,Tổ_chức từ_thiện DAHW ( CHLB Đức ) hỗ_trợ bệnh_nhân phong ăn tết,Tổ chức từ thiện DAHW của Cộng hòa Liên bang Đức đã hỗ trợ các bệnh nhân phong đón Tết.,2
442,Hành_khách đi tàu trong tết tăng đột_biến,Giá vé máy bay trên một số chặng nội địa có xu hướng giảm sau kỳ nghỉ lễ.,0
443,Hành_khách đi tàu trong tết tăng đột_biến,"Nhu cầu đi lại của người dân trong dịp Tết thường tăng cao, gây áp lực lên hệ thống giao thông công cộng.",1
444,Hành_khách đi tàu trong tết tăng đột_biến,"Trong dịp Tết, số lượng hành khách sử dụng tàu hỏa đã tăng mạnh so với ngày thường.",2
445,"Ở góc bếp , một nhóm em đang quây_quần nhặt rau chuẩn_bị bữa cơm chiều .",Buổi biểu diễn văn nghệ ngoài trời đã thu hút đông đảo khán giả đến theo dõi.,0
446,"Ở góc bếp , một nhóm em đang quây_quần nhặt rau chuẩn_bị bữa cơm chiều .",Không khí sinh hoạt tập thể trong gia đình thường gắn liền với việc mọi người cùng nhau chuẩn bị các công việc thường ngày.,1
447,"Ở góc bếp , một nhóm em đang quây_quần nhặt rau chuẩn_bị bữa cơm chiều .","Trong góc bếp, các em nhỏ tụ tập lại với nhau để nhặt rau, chuẩn bị cho bữa ăn buổi chiều.",2
448,"Em N.T.B. mới 16 tuổi , quê An_Giang , nhưng đã bị vùi_dập lâu ngày trong các "" động "" ở Campuchia .",Chính quyền địa phương đang triển khai chương trình hỗ trợ học nghề cho thanh niên nông thôn.,0
449,"Em N.T.B. mới 16 tuổi , quê An_Giang , nhưng đã bị vùi_dập lâu ngày trong các "" động "" ở Campuchia .",Nhiều trẻ vị thành niên Việt Nam đã trở thành nạn nhân của các đường dây bóc lột lao động xuyên biên giới.,1
450,"Em N.T.B. mới 16 tuổi , quê An_Giang , nhưng đã bị vùi_dập lâu ngày trong các "" động "" ở Campuchia .","N.T.B., 16 tuổi, quê ở An Giang, đã phải chịu cảnh bị vùi dập trong thời gian dài tại các “động” bên Campuchia.",2
451,Hai trẻ_em chết_đuối trên công_trình cấp_nước,Chính quyền địa phương đang đẩy nhanh tiến độ hoàn thành các dự án hạ tầng giao thông.,0
452,Hai trẻ_em chết_đuối trên công_trình cấp_nước,"Một vụ tai nạn đuối nước đã xảy ra tại khu vực đang thi công, gây thiệt hại về người.",1
453,Hai trẻ_em chết_đuối trên công_trình cấp_nước,Hai em nhỏ đã tử vong do đuối nước tại một công trình cấp nước đang xây dựng.,2
454,70 % người cao_tuổi vẫn đang sản_xuất kinh_doanh,Nhiều doanh nghiệp trẻ gặp khó khăn trong việc tiếp cận nguồn vốn vay ngân hàng.,0
455,70 % người cao_tuổi vẫn đang sản_xuất kinh_doanh,Một bộ phận lớn người lớn tuổi tiếp tục tham gia lao động để tăng thu nhập và duy trì cuộc sống.,1
456,70 % người cao_tuổi vẫn đang sản_xuất kinh_doanh,Khoảng 70 % người cao tuổi hiện nay vẫn tham gia các hoạt động sản xuất và kinh doanh.,2
457,Đồng_Tháp : hàng trăm HS ngộ_độc do uống sữa,Ngành giáo dục tỉnh đang triển khai chương trình cải thiện chất lượng bữa ăn học đường.,0
458,Đồng_Tháp : hàng trăm HS ngộ_độc do uống sữa,"Một vụ việc liên quan đến an toàn thực phẩm đã xảy ra tại trường học, khiến nhiều học sinh phải nhập viện.",1
459,Đồng_Tháp : hàng trăm HS ngộ_độc do uống sữa,"Tại Đồng Tháp, hàng trăm học sinh bị ngộ độc sau khi uống sữa.",2
460,Trao 4 giải báo_chí tuyên_truyền về biển - hải_đảo Việt_Nam,Hội thảo khoa học về biến đổi khí hậu toàn cầu được tổ chức tại Hà Nội.,0
461,Trao 4 giải báo_chí tuyên_truyền về biển - hải_đảo Việt_Nam,Nhiều tác phẩm báo chí viết về chủ quyền biển đảo đã được ghi nhận và biểu dương.,1
462,Trao 4 giải báo_chí tuyên_truyền về biển - hải_đảo Việt_Nam,Bốn giải báo chí về công tác tuyên truyền biển và hải đảo Việt Nam đã được trao.,2
463,Nguyễn_Thị_Quỳnh_Trang ( SV ĐHDL Hùng_Vương ) đang có công_việc ổn_định tại một nhà_hàng Nhật nổi_tiếng .,Nhiều sinh viên mới ra trường gặp khó khăn trong việc tìm kiếm việc làm phù hợp với chuyên ngành.,0
464,Nguyễn_Thị_Quỳnh_Trang ( SV ĐHDL Hùng_Vương ) đang có công_việc ổn_định tại một nhà_hàng Nhật nổi_tiếng .,Một số sinh viên của Trường Đại học Dân lập Hùng Vương lựa chọn làm việc trong lĩnh vực dịch vụ ăn uống sau khi tốt nghiệp.,1
465,Nguyễn_Thị_Quỳnh_Trang ( SV ĐHDL Hùng_Vương ) đang có công_việc ổn_định tại một nhà_hàng Nhật nổi_tiếng .,Sinh viên Đại học Dân lập Hùng Vương Nguyễn Thị Quỳnh Trang hiện đang làm việc lâu dài tại một nhà hàng Nhật Bản có tiếng.,2
466,"5 g 30 sáng , Dung và Hạnh đã thức dậy để chuẩn_bị đi làm tại nhà_máy ở Đồng_Nai .",Chính quyền tỉnh Đồng Nai đang triển khai kế hoạch mở rộng khu công nghiệp mới.,0
467,"5 g 30 sáng , Dung và Hạnh đã thức dậy để chuẩn_bị đi làm tại nhà_máy ở Đồng_Nai .",Nhiều công nhân tại Đồng Nai phải dậy rất sớm mỗi ngày để kịp ca làm việc trong nhà máy.,1
