ID,sentence_1_vie,sentence_2_viet,score
ENG-train-3878,Hôm nay tôi biết ơn vì có quyền kiểm soát cơ thể mình mà không bị chính phủ can thiệp. Những người lãnh đạo #chốngquyềnlựachọn muốn ngăn chặn điều này. #bỏphiếu,"#Quyết định của Tòa án Tối cao Hoa Kỳ về ""hôn nhân"" dựa trên đồng tính luyến ái có thẩm quyền đạo đức tương đương với quyết định trước đây của tòa về vụ Roe v. Wade: #PhảnSựThật",0.38
ENG-train-3879,Tôi chọn cuốn sách này ở hội chợ sách của trường vì tôi rất thích cuốn Beastly.,"Đây là một cuốn sách rất thú vị và dễ đọc, của tác giả Alex Flinn.",0.38
ENG-train-3880,Một người phụ nữ mặc quần áo ấm đứng cạnh một cửa sổ bị vỡ đã được dán băng keo lại.,Một người đàn ông đang sửa khung cửa sổ bị vỡ.,0.38
ENG-train-3881,"Anh ấy diễn xuất rất xuất sắc, khiếu hài hước thuộc hàng đỉnh cao, và những niềm tin của anh ấy rất chân thành, đôi khi còn khiến người ta đau lòng.",Tất cả những điều này đều là những yếu tố có thể dự đoán được trong cốt truyện điển hình của Riordan.,0.38
ENG-train-3882,Một cô gái trẻ trên phà chụp ảnh mặt nước bằng điện thoại.,"Trong bức ảnh này, một người phụ nữ đang mỉm cười khi nghe điện thoại.",0.38
ENG-train-3883,Trung tâm thương mại châu Á nhộn nhịp với đèn lồng giấy và người mua sắm.,Một bà cụ người châu Á nhìn ra từ phía sau cánh cửa màu xanh.,0.38
ENG-train-3884,"Nếu Hillary thắng cử, có khả năng chúng ta sẽ chuyển đến Úc. #HILLARY4PRES",#HỏiBobby Bạn có nghĩ #HillaryClinton đã giao nộp tất cả những email trên máy chủ cá nhân mà bà ấy đã xóa không?,0.38
ENG-train-3885,Nhận định rất hay về vấn đề này.,Đó là kiểu phong cách gì vậy?,0.38
ENG-train-3886,Tôi thấy thật buồn cười khi mọi người nghĩ Bernie có thể đối đầu với Hillary và Bill.,Thêm một người ủng hộ #Hillary nữa cam kết tham gia cuộc họp kín tối nay! Thêm một bước nữa trên con đường giành chiến thắng trong cuộc họp kín ở Iowa.,0.38
ENG-train-3887,Kat hát hay như một thiên thần.,Những anh hùng dùng một lần của hiphoprisy cất tiếng hát.,0.38
ENG-train-3888,Tôi thích việc chúng ta được chứng kiến ​​câu chuyện nguồn gốc của nhân vật mụ phù thủy biển.,"Câu chuyện Nàng Tiên Cá được kể lại theo một hướng khác, và ý tôi là nàng tiên cá trong truyện của Hans Christian Andersen, nên bạn có thể đoán được chuyện gì sẽ xảy ra tiếp theo.",0.38
ENG-train-3889,"Một người đàn ông và một người phụ nữ đang dắt ba con chó đi dạo, phía sau là một người đàn ông mặc áo khoác vàng.","Có ba người trên một chiếc thuyền nhỏ, và một chiếc thuyền khác có thể nhìn thấy ở phía xa.",0.38
ENG-train-3890,Hai người phụ nữ đang ngồi trên hiên nhà trước một quầy hàng rất nhiều màu sắc.,Hai người phụ nữ mặc váy đen đang đứng trên bãi cỏ xanh.,0.38
ENG-train-3891,"Nhân tiện, với tư cách là một người gốc Latinh (chính xác hơn là người Peru), tôi muốn nói điều hiển nhiên: #ChửiTrump","@MarioLopezExtra @nbc sa thải Trump, nhưng vẫn duy trì mối quan hệ mật thiết với @BWilliams @TheRevAl #ĐÁNGCƯỜI #TRÒĐÙA #KẺ NÓI DỐI #NBC ĐI",0.38
ENG-train-3892,"Có những khoảnh khắc hài hước và cả những lúc kiểu ""Đừng tin hắn ta, Zoey!""","Sau khi vượt qua chuyện đó, tôi bắt đầu đọc sách và rồi Zoey nhắc đến việc cô ấy mới bị đánh dấu cách đây 2 tháng!",0.38
ENG-train-3893,Hãy hỏi anh ấy số điện thoại hoặc địa chỉ nhà anh ấy.,Số điện thoại và địa chỉ email của họ nên được đăng tải trên trang web.,0.38
ENG-train-3894,Những người đàn ông đang chờ đợi lắng nghe một người đàn ông khác chơi đàn harpsichord.,Một người đàn ông hát và chơi đàn guitar vào micro.,0.37
ENG-train-3895,"Jill có nhiều điểm tương đồng với Dante, nhưng tôi thích cô ấy hơn.","Một cuốn tiểu thuyết có nhịp độ nhanh, đầy kịch tính kể về Jill Kismet, một thợ săn các sinh vật siêu nhiên đến từ thế giới bóng đêm.",0.37
ENG-train-3896,"Có lúc thắng, có lúc thua.",Tôi chưa bao giờ thắng những giải thưởng kiểu đó cả.,0.37
ENG-train-3897,Mặt trời đã lặn xuống sau những dãy núi phía tây.,"Và sau cơn mưa, mặt trời lại ló dạng.",0.37
ENG-train-3898,Tôi đã đặt mục tiêu cao hơn thế này.,Điều này mang lại kết cấu mịn hơn cho các loại thịt chất lượng cao hơn.,0.37
ENG-train-3899,Một thanh niên đi ngang qua một công nhân xây dựng.,Một số công nhân xây dựng đang quan sát thang cuốn.,0.37
ENG-train-3900,Hãy vào lyrics.com và nhập những từ đó theo thể loại.,"Đó không phải là lời bài hát ""Những người đàn ông đang làm việc"".",0.37
ENG-train-3901,"@WhiteHouse @POTUS Tất cả trẻ em, trừ hàng triệu trẻ em đã bị phá thai #mọisinhmạngđềuquantrọng","@mrprolife Biến chứng có thể xảy ra với mọi loại thủ thuật y tế, nhưng điều đó không có nghĩa là bản thân thủ thuật đó nên bị cấm. #HãyChấpNhậnĐiềuĐó",0.37
ENG-train-3902,"Tuy nhiên, đôi mắt màu nâu vàng của cô ấy đã thu hút sự chú ý của cô.",Sự chuyển động giữa những tảng đá đã thu hút sự chú ý của viên trung sĩ.,0.37
ENG-train-3903,Tôi đoán là khoảng mười đến mười lăm lần một tuần.,"Chúng tôi từng quan hệ tình dục mười lần một tuần, rồi giảm xuống còn không lần nào.",0.37
ENG-train-3904,Tòa án Công lý châu Âu đã bác bỏ yêu cầu bồi thường thiệt hại do hành vi vi phạm luật chống độc quyền gây ra.,"Thư ký thứ nhất (Luật EU, Tòa án Công lý, thị trường nội địa, cạnh tranh)",0.37
ENG-train-3905,Liệu Eric Holder đã kiếm được 7 con số trong ngành tài chính mà ông ta bảo vệ khỏi bị truy tố chưa? Tại sao phe Tự do lại yêu thích tầng lớp 1%?,Thật tuyệt vời khi @JebBush ủng hộ cây trồng biến đổi gen. Điều này giống như sự hoài nghi về công nghệ thông tin vậy. Khoa học đối lập với niềm tin. #JebBush,0.37
ENG-train-3906,"Có lẽ điều đó không quan trọng lắm, nhưng nó chắc chắn đã giúp đỡ Suzume rất nhiều.","Đúng vậy, Suzume có những khuyết điểm nhưng cô ấy rất dễ gần và bạn sẽ muốn ủng hộ cô ấy.",0.37
ENG-train-3907,Giờ họ cần câu trả lời cho câu hỏi đó.,Nếu câu trả lời cho Câu hỏi 1 là khẳng định:,0.37
ENG-train-3908,Tôi rất ngạc nhiên vì mình lại thích cuốn sách này đến vậy và đang mong chờ đọc cuốn tiếp theo.,"Được rồi, những cuốn sách về ma cà rồng khác mà tôi từng đọc chỉ có loạt truyện Twilight, còn cuốn này thì rất khác.",0.37
ENG-train-3909,"Thành thật mà nói, bất kỳ cô gái tóc vàng nào như vậy chắc cũng được.","Nói thẳng ra, cô ấy sẽ là một cô gái tóc vàng.",0.37
ENG-train-3910,@thehill @evanperez Các bạn đang đùa tôi à... hãy để cô ấy tập trung vào các vấn đề... tổng thống tương lai,"Nếu bạn bầu cho Hillary thì bạn là kẻ ngốc, bà ta và Obama là hiện thân của những điều sai trái trong đất nước này #Benghazi",0.36
ENG-train-3911,"Việc thắp sáng Nhà Trắng như vậy thật là phô trương trước mặt một nửa nước Mỹ, thiếu lịch sự và vô cùng thiếu tôn trọng... #KiếmTiền",@sbrenn01 @marklevinshow Đa dạng ở chỗ nào? Phe bảo thủ là những kẻ phân biệt chủng tộc. Tôi là một trong số đó. Tôi yêu Trump.,0.34
ENG-train-3912,@crazygranny56 Số người da đen bị giết vì phá thai nhiều hơn trong thời kỳ nô lệ #ConfederateFlag,"Nhân tiện, có rất nhiều tế bào gốc mà không cần phải phá thai.",0.34
ENG-train-3913,@crazygranny56 Số người da đen bị giết vì phá thai nhiều hơn trong thời kỳ nô lệ #ConfederateFlag,Rất vui khi nghe tin Tòa án Tối cao Hoa Kỳ đã ngăn chặn việc đóng cửa 10 phòng khám phá thai ở Texas cho đến khi có thể xem xét đơn kháng cáo #an toànhợppháphiếmcó #nghĩtiếnbộ,0.34
ENG-train-3914,Giống như cách anh ấy quen biết Mara vậy.,Sự tiến hóa của Mara Dyer là cuốn sách thứ hai trong bộ ba tiểu thuyết về Mara Dyer.,0.34
ENG-train-3915,"@realDonaldTrump bình luận về người Mexico, trong đó ông ta nói ""ai đó đang hãm hiếp"". Tại sao những người đàn ông da trắng phân biệt chủng tộc lại tự nhận mình không phạm tội?",DONALD & CARLEY - Cặp đôi hoàn hảo! - #Trump,0.34
ENG-train-3916,"Mặc dù không nhiều, nhưng tôi rất thích những cảnh hai người đóng cùng nhau.","Tôi yêu thích tất cả các nhân vật này, kể cả những nhân vật ""xấu"".",0.34
ENG-train-3917,Những người trong chính phủ quan tâm đến lời lẽ trong kinh thánh hơn là phụ nữ và thân thể của họ.,Sáng nay phải đến phòng khám rồi. Năm 2015 rồi mà chúng ta vẫn phải đuổi những kẻ cực đoan chống phá thai quấy rối bệnh nhân.,0.34
ENG-train-3918,"Như chúng ta đã biết, một cuộc chiến đã bắt đầu trong cuốn sách trước và trong cuốn sách này, vài năm đã trôi qua.","Những tổn thương tích tụ suốt nhiều năm bỗng bùng phát trong lần gặp đầu tiên, suýt chút nữa phá hủy liên minh trước khi nó kịp bắt đầu.",0.34
ENG-train-3919,Một chú chó màu nâu nhạt mặc áo đỏ đang chạy trên bãi cỏ.,Một người đàn ông mặc áo sơ mi màu nâu đang giữ thăng bằng trên một tay giữa cánh đồng cỏ.,0.34
ENG-train-3920,2 triệu người theo dõi giả mạo trên Twitter @HillaryClinton #TạiSaoTôiKhôngBỏPhiếuChoHillary,@HuffPostPol Nếu @HillaryClinton có thể làm được một nửa những gì ông ấy đã làm thì bà ấy đang làm một việc tốt đấy.,0.34
ENG-train-3921,Sự kết hợp với epoprostenol Sự kết hợp giữa bosentan và epoprostenol đã được nghiên cứu trong hai nghiên cứu: AC-052-355 (BREATHE-2) và AC-052-356 (BREATHE-3).,"Dữ liệu trong ống nghiệm cho thấy bosentan không có tác dụng ức chế đáng kể đối với các isoenzyme CYP (CYP1A2, 2A6, 2B6, 2C8, 2C9, 2C9, 2D6, 2E1, 3A4).",0.34
ENG-train-3922,Julia không nhớ chuyện gì đã xảy ra trong vụ tai nạn.,Anh ta cũng có mối liên hệ với Julia.,0.34
ENG-train-3923,"Tôi đang đến Chester, Nam Carolina để tham gia chiến dịch vận động tranh cử cho Hillary! Hãy cùng tham gia với tôi nhé. Công viên Wylie, từ 11 giờ đến 3 giờ chiều.",@randyprine @fabiaceae Họ biết họ sẽ thua HRC nên họ cứ tiếp tục cố gắng!,0.34
ENG-train-3924,Ai đó đang luộc đậu bắp trong nồi.,Ai đó đang đổ dầu ô liu vào một bát cà chua đã được cắt miếng.,0.34
ENG-train-3925,@GeraldoRivera @realDonaldTrump Đừng xin lỗi vì sự thật. Mọi người quá nhạy cảm. #MakeAmericaGreatAgain,@andersoncooper #AC360 @ac360 @ananavarro < TẠI SAO CÁI THÂN HỌA TIẾNG TÂY BAN NHA LATIN CỦA ANH LẠI NÓI RẰNG @realDonaldTrump ĐÃ NÓI NHỮNG ĐIỀU ĐÁNG XẤU HỔ?,0.34
ENG-train-3926,"Anh ta cũng rất xảo quyệt, cực kỳ đẹp trai, và vô cùng quyền lực, lại còn có khiếu hài hước và sự châm biếm tuyệt vời.","Một ví dụ điển hình: ""Tôi sẽ giúp,"" anh ấy nói một cách sẵn lòng giúp đỡ.",0.34
ENG-train-3927,Hãy hiến dâng bản thân cho anh ấy miễn phí.,Bạn không thể tải xuống miễn phí.,0.34
ENG-train-3928,Giảng viên và học viên của trường Francombat mặc đồng phục màu đỏ và màu xanh lá cây tương ứng.,Francombat được thực hành đặc biệt ở miền nam nước Pháp.,0.34
ENG-train-3929,"Nhân tiện, có một chuyện kỳ ​​lạ đã xảy ra.","Vùng đất của những điều kỳ lạ, quê hương của những thứ khác thường.",0.34
ENG-train-3930,Tôi chắc chắn mình sẽ đọc hết tất cả để tìm hiểu chuyện gì sẽ xảy ra.,"~Mặc dù tôi hiểu rằng điều này có thể là vấn đề trong những cuốn sách khác, nhưng nó lại rất phù hợp ở đây.",0.34
ENG-train-3931,Hãy hiến dâng bản thân cho anh ấy miễn phí.,Tôi không thể giúp gì được.,0.34
ENG-train-3932,Orlando Bloom hay Johnny Depp *thở dài*,Johnny Depp đang mặc trang phục cướp biển.,0.34
ENG-train-3933,"Bao gồm Paris Hilton, Lindsey Lohan, Tom Cruise và Katie Holmes.",Cô ấy bị mắc kẹt với Tom Cruise và một người mẹ bị tẩy não.,0.34
ENG-train-3934,Lời nhận xét đó hầu như không lọt vào tai Charley.,Tôi thích cách Charley đóng vai Thần Chết và cô ấy lại yêu Con Trai của Satan.,0.34
ENG-train-3935,Phần điệp khúc do R. Kelly và Sean Paul thể hiện. Tuyệt vời!,Điều đó tương tự như trường hợp của R Kelly với các cô gái trẻ.,0.34
ENG-train-3936,"Khi nhìn thấy vẻ ngoài trẻ trung của anh ấy, đám đông đã reo hò cổ vũ.",Biến cam kết về việc làm cho thanh niên thành hiện thực,0.34
ENG-train-3937,"Trung bình, tôi nghĩ khoảng một hoặc hai lần một tuần, đôi khi nhiều hơn.",Đôi khi anh ấy có thể không làm việc đó trong cả tuần.,0.34
ENG-train-3938,"Dường như anh ta biết điều gì đó mà chúng ta không biết, và ban đầu, tôi không chắc mình có nên tin tưởng giao Julia cho anh ta hay không.",Julia đang trong trạng thái suy sụp ở đầu cuốn sách này.,0.34
ENG-train-3939,"Đánh giá: 4,5 sao. ""Những mối đe dọa từ bầu trời và biển cả"" là một câu chuyện giả tưởng hấp dẫn.","Bạn có thể vui mừng khi biết rằng không có tình yêu sét đánh hay mối tình tay ba nào trong ""Những mối đe dọa của bầu trời và biển cả"".",0.34
ENG-train-3940,Một người phụ nữ lè lưỡi khi được chụp ảnh.,Một người phụ nữ chụp ảnh một em bé đang được một người đàn ông bế.,0.34
ENG-train-3941,"Một gã mặc áo sơ mi kẻ caro, có ria mép, đang bán cá ở chợ.","Một người đàn ông đang đứng trong sông và câu cá, tay cầm một chiếc lưới.",0.34
ENG-train-3942,Chúng tiết lộ rất nhiều điều về một người.,Tôi thích rất nhiều loại khác nhau.,0.34
ENG-train-3943,Câu chuyện diễn ra tại một bệnh viện từ thiện tư nhân hư cấu.,"Trò chơi diễn ra trên hành tinh hư cấu cùng tên, Notrium.",0.34
ENG-train-3944,Nhân quyền là quyền của phụ nữ và quyền của phụ nữ là nhân quyền. - Hillary Clinton,Cuối tuần này là Tuần lễ Hành động ủng hộ Hillary Clinton và tôi hy vọng các bạn sẽ tham gia. -L #California,0.34
ENG-train-3945,"Máy bay trực thăng gặp nạn đang trên đường đến một địa điểm ở St. Louis, Missouri.",Bạn phải đến East St. Louis ở Illinois để làm điều đó.,0.34
ENG-train-3946,Một người đàn ông đang cắt cỏ.,Một người đàn ông đang đập vỡ bê tông.,0.34
ENG-train-3947,"Câu chuyện đang phát triển tốt, và các nhân vật bắt đầu có sức sống riêng.","Geder đang thực hiện những bước đi riêng lẻ đầy tính thực tế, hướng tới những cuộc đàn áp theo kiểu Stalin, và điều này hoàn toàn có thể xảy ra.",0.34
ENG-train-3948,Điều đó có nghĩa là nó cần được chăm sóc và quan tâm.,Nếu bạn hiểu ý tôi.,0.34
ENG-train-3949,Donald Trump hít phải quá nhiều hơi nước và bắt đầu tin rằng mình là người nắm giữ danh hiệu Tổng thống Hoa Kỳ.,"Chà, ai đó đang cưỡng hiếp tôi. Tôi bị chải chuốt và bôi trét quá nhiều, Donald mới là người cưỡng hiếp tôi. Anh ta chẳng bao giờ hiểu cả.",0.34
ENG-train-3950,Những trường hợp như thế này hiếm khi được xử lý nghiêm khắc.,Tôi đã điều trị hàng nghìn ca bệnh và chưa từng để mất một bệnh nhân nào.,0.34
ENG-train-3951,Cuốn sách khiến tôi hét lên vì phấn khích! Tôi khuyên mọi người yêu thích khoa học và hành động nên đọc cuốn sách này.,"Cuốn sách này cũng tạo cảm giác rất vội vã ở phần đầu, và mặc dù tôi thích nhịp độ nhanh, nhưng tốc độ này thì quá nhanh.",0.34
ENG-train-3952,Một người phụ nữ tóc vàng mặc áo khoác có hình con mắt.,Một người phụ nữ mặc áo khoác vàng đang đi theo sau hai người phụ nữ khác.,0.34
ENG-train-3953,"Luxembourg được chia thành 3 quận, các quận này lại được chia nhỏ hơn nữa thành 12 bang và sau đó là 116 xã.",Các tỉnh này được chia nhỏ hơn nữa thành 41 quận (arrondissement) và 133 xã (compassion) đóng vai trò là các đơn vị hành chính cấp hai và cấp ba.,0.34
ENG-train-3954,Hai người đang làm việc với dụng cụ làm vườn trên một khu đất nhiều đá.,Một con chó trắng đang đi bộ qua một con sông chảy giữa khung cảnh đá sỏi.,0.34
ENG-train-3955,Một cô gái ngồi ở phía sau một chiếc xe đẩy chất đầy đồ đạc.,Một người phụ nữ đang thử váy cưới với sự giúp đỡ của hai người phụ nữ khác.,0.34
ENG-train-3956,"Một người đàn ông đang ngồi, phục vụ thức ăn cho một bé gái.","Mùa thu, những người mua sắm và những người yêu thích ẩm thực quán rượu hòa mình vào nhịp sống hối hả của thành phố.",0.34
ENG-train-3957,"Alyson Noel khiến anh ấy trông già dặn và khôn ngoan hơn, nhưng lại đến mức nhàm chán.","Có lẽ một khía cạnh đen tối hơn của Ever sẽ xuất hiện trong những cuốn sách sau này và chúng ta có thể sẽ được thấy nhiều hơn về anh ấy (ám chỉ, gợi ý đấy!).",0.34
ENG-train-3958,Hai người đàn ông đứng trên bãi cỏ nhìn chằm chằm vào một chiếc xe hơi.,Hai người phụ nữ đang ngồi trên ghế trong một cửa hàng.,0.34
ENG-train-3959,Hãy tìm hiểu kỹ rồi truy cập vào trang web bán những sản phẩm đó.,Họ cảm thấy như thể họ muốn có những thứ như vậy.,0.34
ENG-train-3960,Tôi không có vấn đề gì với họ cả.,"Thưa ông, ông đang gặp một số vấn đề.",0.34
ENG-train-3961,Chuyên mục này tập hợp các bài viết về các chủ đề liên quan đến loạt trò chơi điện tử và máy tính Grand Theft Auto.,"Danh mục này liệt kê các bài viết liên quan đến giao thông bằng xe điện, đường sắt nhẹ chạy trên đường phố hoặc các hệ thống tương tự ở Vương quốc Anh.",0.34
ENG-train-3962,Những quả trứng có màu nâu.,Màu này còn có tên gọi khác là màu hoa cẩm quỳ.,0.34
ENG-train-3963,Phe cánh tả cực kỳ sợ Donald Trump! @realDonaldTrump,Tại sao lại sai khi Trump nói ra sự thật về người nhập cư bất hợp pháp??? Ông ấy hoàn toàn đúng.,0.34
ENG-train-3964,Liệu sự giả vờ có thể biến thành hiện thực?,Việc giả vờ làm bạn đời dần trở thành hiện thực.,0.34
ENG-train-3965,Tôi cần lời khuyên về kỷ luật?,Lời khuyên của tôi là hãy ngừng tìm kiếm.,0.34
ENG-train-3966,"Ban đầu nó có nghĩa là ""người điều khiển nhạc"", nhưng hãy nói là ""người chơi nhạc dance"".",Tôi xin cảnh báo trước rằng thiết bị dành cho DJ rất đắt tiền.,0.34
ENG-train-3967,Nathaniel Hawthorne là một tiểu thuyết gia và nhà văn truyện ngắn người Mỹ.,Maria Edgeworth là một tiểu thuyết gia và nhà văn viết truyện thiếu nhi người Anh gốc Ireland.,0.34
ENG-train-3968,"Trời ơi, trường tôi nghĩ việc trao quyền phá thai cho phụ nữ là trái với chủ nghĩa nữ quyền. Họ chẳng hiểu gì về chủ nghĩa nữ quyền cả #wtf",Họ biết điều gì tốt nhất cho sức khỏe của họ. Họ biết điều gì tốt nhất cho hạnh phúc của họ. Họ biết điều gì tốt nhất cho sự an lành của họ.,0.34
ENG-train-3969,Người dân tập trung trên một con phố trong thành phố khi xe cảnh sát đang đến.,Người đàn ông đội mũ bảo hiểm đen lái xe địa hình.,0.34
ENG-train-3970,Và rồi bài hát của Joe Cocker vang lên?,Hãy cùng Bob xem lại danh sách bài hát.,0.34
ENG-train-3971,Nhưng thật thú vị khi được thấy cuộc sống sẽ như thế nào nếu Edward là con gái và Bella là con trai.,Ít nhất thì Bella và Edward cũng ngồi rất đẹp với nhau.,0.34
ENG-train-3972,"@readyforHRC @HillaryClinton #HillaryClinton, chức vụ Tổng thống Hoa Kỳ là minh chứng cho sự thành công của #phụ nữ và vai trò của họ trên thế giới.",@FoxNews @GovChristie @HillaryClinton Thực ra bà ấy nên bị loại khỏi cuộc tranh cử! Đã có bao nhiêu vụ gian lận và vấn đề đạo đức rồi?,0.34
ENG-train-3973,Ai cũng muốn giao lưu với những người vui vẻ và thú vị.,"Mặc dù không phải ai cũng thích, nhưng nó rất thú vị.",0.34
ENG-train-3974,"@NBC gửi tới #Trump: ""SAO ÔNG DÁM CHỈ RA RẰNG OBAMA KHIẾN 1000 CÔ GÁI BỊ HIẾP CƯỠNG MỖI THÁNG KHI VƯỢT BIÊN VÀO MỸ!"" #ccot #tcot","@realDonaldTrump, giấc mơ tranh cử tổng thống của ông ta cũng phi thực tế như những con kỳ lân của Kim Jong-un vậy.",0.34
ENG-train-3975,Một người đàn ông đang bán hàng.,Một người đàn ông đang dọn dẹp nhà cửa.,0.34
ENG-train-3976,"@NYCanegirl Việc cố ý tước đoạt mạng sống của một người vô tội là tội giết người cấp độ 1, và bạn biết điều đó.",Bernadette Smyth là một con mụ ngu dốt. Đó không phải là cuộc sống của bà ta. Không phải cơ thể của bà ta. Không phải việc của bà ta. #ItsABallOfCellsNotABaby #NewsNI,0.34
ENG-train-3977,Những hình minh họa tuyệt đẹp gợi nhớ rất nhiều đến bộ phim hoạt hình tuyệt vời.,5 sao cho một tác phẩm tuyệt đẹp.,0.34
ENG-train-3978,Hillary Clinton đã không lái xe kể từ năm 1996. #clintonfakerealityshow,Hãy đưa bà Clinton trở thành Tổng thống Clinton - @AGMarkHerring @vademocrats,0.34
ENG-train-3979,Một người phụ nữ ngắm nhìn hình ảnh phản chiếu của mình trong cửa kính trưng bày.,Cậu bé bò quanh bên cạnh những ô cửa sổ kính lớn.,0.34
ENG-train-3980,"Vậy nên, @ClintonFdn, tôi tin rằng Andrew Fastow đã dùng lý lẽ ""chúng tôi đã mắc sai lầm, như nhiều tổ chức có quy mô tương tự"" trước bạn.","RT @muradguderian: Đảng Dân chủ là phe Cộng sản, Obama là một tên Cộng sản, tôi là một người yêu nước chân chính, vậy nên hãy ngăn chặn Hillary. #tcot",0.34
ENG-train-3981,"Ngoại trừ những trường hợp hài hước nhất, quy tắc này vẫn đúng.",Theo tôi thì Paige là người hài hước nhất.,0.34
ENG-train-3982,Anh ta bị bắn vào lưng.,"Không, House bị bắn trong tập cuối.",0.34
ENG-train-3983,"Lance, vốn là người hay căng thẳng, giờ rất thích được thư giãn và để Tim chăm sóc mình!","Tuy nhiên, sự hài hước, những chú chó và Tim đã khiến cuốn sách này trở thành một tác phẩm đáng đọc.",0.34
ENG-train-3984,Trẻ em đang chạy trên sân.,Em bé đang bò vào bên trong một món đồ chơi.,0.34
ENG-train-3985,"#Hillary, Đây là một người theo đạo Cơ đốc mà quan điểm tôn giáo của bà ấy sẽ không bao giờ ""thích nghi"" để bao gồm cả phá thai. Phá thai là giết người.",Nếu #MạngSốngNgườiDaĐenQuanTrọng thì tại sao không phải là mạng sống của những em bé da đen trong bụng mẹ? Dường như mạng sống của chúng không quan trọng... Tôi rất khó hiểu về điều đó. #CôngGiáo,0.34
ENG-train-3986,Một người đàn ông đang ngửi hai chiếc bánh pizza.,Một người phụ nữ đang đút cho một người đàn ông ăn.,0.34
ENG-train-3987,@HillaryClinton thích ảnh đại diện mới đầy màu sắc này quá! #thích,Lựa chọn thông minh duy nhất cho nước Mỹ là Hillary Clinton....Bạn không thể ở nhà...bạn phải đi bỏ phiếu và hãy bỏ phiếu cho #UniteBlue,0.34
ENG-train-3988,Nếu anh ta nổi giận và không muốn liên quan gì đến bạn thì sao?,"Mỗi khi bạn nói về những cô gái khác, cô ấy đều nổi giận.",0.34
ENG-train-3989,@HillaryClinton là một người máy và ai đó đã lập trình cho bà ta nói những điều đó - bà ta nghĩ rằng mình không cần phải NỖ LỰC để chiến thắng nên bà ta KHÔNG NỖ LỰC!,"Hillary tự nhận mình là ""người bảo vệ"" tầng lớp trung lưu, nhưng kế hoạch thuế của Rand Paul lại cắt giảm thuế FICA, mang lại lợi ích cho tầng lớp trung lưu.",0.34
ENG-train-3990,"Hillary Clinton liên tục gửi email cho tôi, và khi tôi cố gắng hủy đăng ký, tôi nhận được thông báo lỗi. Điều này thật kinh khủng!",@HillaryClinton sẽ là ứng cử viên của Đảng Dân chủ. Chấm hết. Và bà ấy cũng sẽ thắng cử Tổng thống. #XinLỗiBernie,0.34
ENG-train-3991,Tôi sẽ tiếp tục loạt bài này để có thể kết thúc câu chuyện một cách trọn vẹn.,Nói chính xác hơn thì tôi nghĩ tôi đã nhìn thấy tiềm năng và tò mò muốn xem liệu cuốn sách thứ hai có đáp ứng được kỳ vọng đó hay không.,0.34
ENG-train-3992,Các nhân viên của Sonic đang trò chuyện về công việc.,Hai người lớn trò chuyện sau giờ học.,0.34
ENG-train-3993,"Chỗ đậu xe rộng rãi cả ngày lẫn đêm, mọi người chào hỏi thân thiện, ""Chào hàng xóm!""","Tối hôm đó, tôi nghĩ chúng tôi không hề rời khỏi bãi đậu xe.",0.34
ENG-train-3994,"Khi chiến tranh kết thúc, biên giới của Ba Lan được dịch chuyển về phía tây, đẩy biên giới phía đông về phía đường Curzon.","Sông Padma nổi tiếng chảy dọc theo biên giới phía nam của tỉnh Rajshahi, và một con sông nổi tiếng khác, sông Jamuna, nằm ở phía đông biên giới.",0.34
ENG-train-3995,Cuối cùng họ đã bắt được tên tội phạm!,Nó tương tự như đoạn kết của phim Tù nhân Azkaban.,0.34
ENG-train-3996,Máy chủ này là máy chủ proxy SOCKSv5.,máy chủ proxy bộ nhớ đệm cho các tệp lưu trữ Debian,0.34
ENG-train-3997,Một người phụ nữ đang trò chuyện với chú thỏ cưng của mình trong khi vuốt ve nó.,Một người phụ nữ dắt chó đi dạo trên sân cỏ nhân tạo.,0.34
ENG-train-3998,@realDonaldTrump Cố lên ông Trump!!!,@VLActionFund @Reince Chính những kẻ THUA CUỘC của #RNC từng cho rằng Romney và Palin là những lựa chọn tốt cần phải BIẾT ƠN vì Trump đã xuất hiện.,0.34
ENG-train-3999,"Trong quang phổ nhìn thấy được, Ananke có màu trung tính đến hơi đỏ.",Các màu sắc được sử dụng trải dài từ xanh nhạt đến đỏ và cả màu cam gây nhiều tranh cãi.,0.34
ENG-train-4000,"Bạn có thể trích dẫn các danh mục bằng cách thêm dấu hai chấm trước ""Danh mục"", như thế này: .",Danh mục này dành cho các danh mục nhóm bài viết theo vị trí địa lý.,0.34
ENG-train-4001,@JebBush và @marcorubio không thể nói lên suy nghĩ của mình vì họ được trả tiền để giữ mọi thứ theo hướng đúng mực. @realDonaldTrump KHÔNG PHẢI CHỊU TRÁCH NHIỆM VỚI AI CẢ!,@realDonaldTrump Tôi không quan tâm @NASCAR nói gì! Tôi không quan tâm những người theo chủ nghĩa tự do ở @espn nói gì... Hãy cứ nói sự thật!!,0.34
ENG-train-4002,"Hai người phụ nữ, một người cầm máy ảnh, vươn tay chạm vào một quả cầu tráng gương.","Một người phụ nữ cao ráo, tóc vàng, mặc quần tất đang bước đi xa khỏi máy quay.",0.34
ENG-train-4003,Tôi vẫn đang thắc mắc Erec Rex là ai?,Những cuộc thi kỳ lạ mà Erec và Bethany tham gia rất sáng tạo và hấp dẫn.,0.34
